article,candidate,score,publishedAt
brings child separated parent policy,Kamala Harris,0.0,2024-10-16T21:24:34Z
affected administration policy spoke campaign event vp wednesday,Kamala Harris,-0.1531,2024-10-16T21:24:34Z
house negro cnn explodes protrumper us historical slur black people supporting,Kamala Harris,0.4404,2024-10-16T13:32:00Z
cnn panel exploded protrump guest used historical slur black supporter vp suggesting house african american post house negro cnn explodes protrumper us historical slur black people supporting,Kamala Harris,0.6124,2024-10-16T13:32:00Z
maga host say friend moving foreign country beat david edwardsraw story,Kamala Harris,0.4939,2024-10-16T21:40:00Z
david edward raw story maga host say friend moving foreign country beat promaga tv host gina loudon revealed friend moving foreign country vice president win bid,Kamala Harris,0.8807,2024-10-16T21:40:00Z
bizarrely mock harris dangerous allergy revealed medical report deeply serious,Kamala Harris,-0.7574,2024-10-15T11:15:27Z
lashed vice president early morning social medium rant bizarrely ridiculed result recently released medical report post bizarrely mock harris dangerous allergy revealed medical r,Kamala Harris,-0.8689,2024-10-15T11:15:27Z
realist im voting anyway,Kamala Harris,0.0,2024-10-16T08:18:45Z
realist choice year election reject,Kamala Harris,-0.4019,2024-10-16T08:18:45Z
sharpens negative attack wall street journal,Kamala Harris,-0.7783,2024-10-16T13:20:00Z
wall street journal sharpens negative attack vice president tell campaign use republican word democrat debate best way take vice president walked stag,Kamala Harris,-0.3818,2024-10-16T13:20:00Z
slam weak unfit seeking flattery favor dictator video,Kamala Harris,-0.34,2024-10-16T00:25:42Z
democratic presidential nominee also tell charlamagne tha god opponent would prefer run problem instead fixing problem post slam weak unfit seeking flattery favor dictator video appea,Kamala Harris,-0.6908,2024-10-16T00:25:42Z
bet republican voter help win bloomberg,Kamala Harris,0.7579,2024-10-16T19:10:09Z
bloomberg bet republican voter help win campaign think disenchantment fox news interview pennsylvania event highlight new outreach intensifying effort convi,Kamala Harris,0.875,2024-10-16T19:10:09Z
ha reached ceiling ability make gain,Kamala Harris,0.8176,2024-10-15T19:09:50Z
week presidential election poll side dead heat result may hinge come vote,Kamala Harris,-0.6486,2024-10-15T19:09:50Z
go fox stick henhouse bulwark,Kamala Harris,0.0,2024-10-15T14:20:01Z
bulwark go fox stick henhouse taking real risk closing week expresident basically talking fanboys three week go happy tuesday playing win harr,Kamala Harris,0.802,2024-10-15T14:20:01Z
hey dems stop doomscrolling go win election eugene robinsonwashington post,Kamala Harris,0.3818,2024-10-15T11:20:01Z
eugene robinson washington post hey dems stop doomscrolling go win election vote vibe determine whether win november snap democrat take deep breath stop hyperventilating vice presiden,Kamala Harris,0.6369,2024-10-15T11:20:01Z
sway bop music minute bizarre townhall episode marianne levinewashington post,Kamala Harris,-0.3182,2024-10-15T04:15:02Z
marianne levine washington post sway bop music minute bizarre townhall episode scene come vice president ha called unstable called question mental acuity oak pa town,Kamala Harris,-0.34,2024-10-15T04:15:02Z
u prison offered genderaffirming care glenn thrushnew york time,Kamala Harris,-0.0258,2024-10-16T15:55:02Z
glenn thrush new york time u prison offered genderaffirming care administration approach notable light campaign ad slam vice president supporting taxpayerfunded transgender surgery fo,Kamala Harris,0.0516,2024-10-16T15:55:02Z
jimmy kimmel call stranding follower desert perfect metaphor possible second term video,Kamala Harris,0.5719,2024-10-15T05:04:42Z
abc host also joke recent comment low like mole person post jimmy kimmel call stranding follower desert perfect metaphor possible second term video appeared first thewrap,Kamala Harris,0.743,2024-10-15T05:04:42Z
cooper cock paul mescal short loses completely jimmy carter lived long enough vote billy porter go pack,Kamala Harris,-0.4404,2024-10-15T21:16:10Z
cooper cock paul mescal short loses completely jimmy carter lived long enough vote billy porter go pack,Kamala Harris,-0.4404,2024-10-15T21:16:10Z
mock stopping town hallafter people needed medical help,Kamala Harris,-0.1779,2024-10-15T13:00:45Z
much providing context biting tongue respect professor jacobson beyond infuriating post mock stopping town hallafter people needed medical help first appeared legal insurrection,Kamala Harris,-0.128,2024-10-15T13:00:45Z
superpac sent bogus medicare cancellation notice scare voter david cornmother jones,Kamala Harris,-0.4939,2024-10-16T20:20:01Z
david corn mother jones superpac sent bogus medicare cancellation notice scare voter maga inc ha disseminated mailer senior claim veep shutting program arizona older people rece,Kamala Harris,-0.2023,2024-10-16T20:20:01Z
awesome walz speech got almost press coverage scott dworkinthe dworkin report,Kamala Harris,0.6249,2024-10-15T15:50:00Z
scott dworkin dworkin report awesome walz speech got almost press coverage coach rev motor city friday tim walz dropped powerful prounion speech front crowd filled worker detroit day tra,Kamala Harris,0.7845,2024-10-15T15:50:00Z
fox news interview bret baier,Kamala Harris,0.0,2024-10-16T22:34:01Z
airing right far disaster baier following letting dodge direct answer diverting usual nonsequitur talking point wa raised middleclass family attacking bad move wo,Kamala Harris,-0.891,2024-10-16T22:34:01Z
slog washington gop candidate peddles weather conspiracy jill stein seattle tonight let get drink bop ave maria,Kamala Harris,-0.5267,2024-10-15T15:49:00Z
stranger morning news roundup ashley nerbovig goood morning took walk last night im step grind goddamn beautiful time year might rain today doe itll sprinkle temperature wil,Kamala Harris,0.2023,2024-10-15T15:49:00Z
crypto industry may benefit supportive joe biden detail,Kamala Harris,0.6369,2024-10-16T12:30:21Z
crypto industry u may see support leadership compared current joe biden administration supportive biden undoubtedly favorable alex thorn head research galaxy research recentl,Kamala Harris,0.7906,2024-10-16T12:30:21Z
betting market summary v,Kamala Harris,0.0,2024-10-15T17:07:55Z
ha substantial percentagepoint rcp average lead helped strong vp pick recent gaffe refused go minute good move went flubbed interview big time despite deceptive editing favor al,Kamala Harris,0.7133,2024-10-15T17:07:55Z
geraldo rivera endorses campaign responds,Kamala Harris,0.34,2024-10-15T15:40:18Z
veteran journalist geraldo rivera openly endorsed vice president presidential campaign team responds,Kamala Harris,0.25,2024-10-15T15:40:18Z
confused joe biden say beat badly debate scared death beat video,Kamala Harris,-0.9042,2024-10-16T12:30:59Z
dementia joe biden tuesday spoke crowd pennsylvania behalf former running mate turned bos gateway pundit reported drama ha reportedly unfolded bidens team campaign internal power st,Kamala Harris,0.34,2024-10-16T12:30:59Z
older voter power michigan lead headtohead race poll reveals,Kamala Harris,0.0,2024-10-15T14:00:02Z
new aarp poll wolverine state show former president narrowly lead democrat twoway ballot test,Kamala Harris,0.0,2024-10-15T14:00:02Z
charlie sykes threatens undo constitutional order,Kamala Harris,-0.3818,2024-10-16T19:16:26Z
longtime conservative commentator charlie sykes ha endorsed president morning joe sykes,Kamala Harris,0.5267,2024-10-16T19:16:26Z
wouldnt support israel came,Kamala Harris,-0.3089,2024-10-16T09:40:00Z
leader movement explains whats happening,Kamala Harris,0.0,2024-10-16T09:40:00Z
suddenly come courting black male voter,Kamala Harris,0.0,2024-10-15T04:00:00Z
four year nothing black men vice president watching rising number take support president ha launched lastditch effort win black male voter black voter sa,Kamala Harris,0.8658,2024-10-15T04:00:00Z
speech offer detail crypto regulatory framework,Kamala Harris,0.0,2024-10-15T07:19:41Z
speech offer detail crypto regulatory framework coindesk bitcoin btc jump trader weigh china fiscal stimulus odds bloomberg plan boost ai crypto sector win specific stock co,Kamala Harris,0.7579,2024-10-15T07:19:41Z
lash fox news ahead wednesday dueling appearance network,Kamala Harris,0.0,2024-10-15T02:20:35Z
former president accused fox news monday constantly polluting airwave unopposed representative vice president network announced airing sitdown interview democratic presidential rival,Kamala Harris,-0.296,2024-10-15T02:20:35Z
watch walz claim deploy military american dont support,Kamala Harris,-0.3089,2024-10-16T17:55:05Z
watch walz claim deploy military american dont support authored steve watson via modernitynews speech monday tim walz claimed president want use military,Kamala Harris,-0.2401,2024-10-16T17:55:05Z
speech offer detail crypto regulatory framework,Kamala Harris,0.0,2024-10-15T10:42:48Z
speech offer detail crypto regulatory framework coindesk bitcoin btc jump trader weigh china fiscal stimulus odds bloomberg bitcoin bull rooting whats stake election cryptos barrons,Kamala Harris,0.0,2024-10-15T10:42:48Z
say increasingly unstable unfit president,Kamala Harris,-0.3612,2024-10-16T19:12:44Z
intensifying effort convince republican cross aisle back campaign bid expand electoral appeal less three week election day politics vice president campaign ha buoyed recen,Kamala Harris,0.6908,2024-10-16T19:12:44Z
rachel maddow really business decision vote,Kamala Harris,0.0,2024-10-15T18:13:13Z
rachel maddow look reason supporter might claim look past many shortcoming consider vote business decision business decision reason actually favor supporting e,Kamala Harris,0.7717,2024-10-15T18:13:13Z
go adversarial fox news joe rogan podcast,Kamala Harris,-0.3612,2024-10-15T16:43:44Z
engages fox news joe rogans podcast countering critique rhetoric increasingly worry former ally aim attract male demographic excels despite attack health mental capacity,Kamala Harris,0.7687,2024-10-15T16:43:44Z
likely supportive crypto joe biden galaxy research,Kamala Harris,0.296,2024-10-15T12:32:42Z
undoubtedly favorable industry noted galaxy research alex thorn harris neutral stance ha downside,Kamala Harris,0.5423,2024-10-15T12:32:42Z
making case simple number,Kamala Harris,0.0772,2024-10-16T08:19:58Z
kiss ageold sage advice keep simple stupid voting already underway trumpvance campaign ha disposal historically simple case drop kiss death candidacy six number utterly disqualify inad,Kamala Harris,-0.2732,2024-10-16T08:19:58Z
surprise rallygoers damning video unstable unhinged,Kamala Harris,-0.4215,2024-10-15T06:26:56Z
vice president literally rolled tape republican rival drawing gasp audience erie pennsylvania,Kamala Harris,0.0,2024-10-15T06:26:56Z
sure seems mad sitting fox news,Kamala Harris,-0.2263,2024-10-15T15:07:21Z
gop presidential nominee said conservative network ha totally lost way,Kamala Harris,-0.0498,2024-10-15T15:07:21Z
fox anchor tasked interviewing ha history appeasing network protrump audience,Kamala Harris,0.5267,2024-10-16T16:40:45Z
fox news anchor bret baier keenly aware fox viewer want affirm already feel week pressure prepares highstakes interview vice president democratic nominee presiden,Kamala Harris,0.0258,2024-10-16T16:40:45Z
watch live speaks site washington crossed delaware gop supporter,Kamala Harris,0.2732,2024-10-16T19:22:10Z
expected talk upholding constitution defending patriotism vice president accompanied former u rep adam kinzinger rill gop official rejected argue threat american democ,Kamala Harris,-0.8442,2024-10-16T19:22:10Z
october pb news hour full episode,Kamala Harris,0.0,2024-10-16T00:41:57Z
tuesday news hour court young black voter test new campaign tactic playing clip rally israeli airstrikes increasingly threaten area considered safe lebanese civilian already displaced,Kamala Harris,0.2732,2024-10-16T00:41:57Z
presidential poll update silent majority pollster may overlooked could give win,Kamala Harris,0.5719,2024-10-16T18:47:00Z
republican supporting say silent majority american give edge former lawmaker say pollster may overlooked american collect data poll show,Kamala Harris,0.4215,2024-10-16T18:47:00Z
want america world highest death tax,Kamala Harris,-0.5574,2024-10-15T14:51:22Z
something one medium reporting vice president continues duck weave like muhammad ali ring avoid question economic plan american business defense foundation report,Kamala Harris,0.2023,2024-10-15T14:51:22Z
